filename,fruit_type,count,subset
119_jpg.rf.0de537303192285c96a73537da74d183.jpg,apple,5,train
119_jpg.rf.640da427dd56a37551b03d9ee562f421.jpg,apple,5,train
119_jpg.rf.b1bf426bb1dfc0c4966eb6987367d6af.jpg,apple,5,train
11_jpg.rf.06c5c367c2a3d1a841ffdd0fb0603985.jpg,apple,1,train
11_jpg.rf.4fd0eb8831d25a2a0971273dc980ab7d.jpg,apple,1,train
11_jpg.rf.896454bf45edb8913fdb44e273c4c7e3.jpg,apple,1,train
120_jpg.rf.42be71c655c8cf47dd94b85ded6212f7.jpg,apple,10,train
120_jpg.rf.a2b9b232e5cb632fda52e87bd1713461.jpg,apple,10,train
120_jpg.rf.aa8cba0d93d87de97dcf9a2ce8c3c4ca.jpg,apple,10,train
121_jpg.rf.0b5362bddc7013597d9cc06ca34771a1.jpg,apple,1,train
121_jpg.rf.9eb96660ecc9c0e6aa67ff79e5df644d.jpg,apple,1,train
121_jpg.rf.b50aa65dde91c1188c1ca80fb160b7ff.jpg,apple,1,train
122_jpg.rf.320561950847b89a15bdc2ebc89f6e76.jpg,apple,5,train
122_jpg.rf.4bf72e598e2466456f5d6d709cedf157.jpg,apple,5,train
122_jpg.rf.c0bb5d28e12badf0bd2b02a052b92953.jpg,apple,5,train
124_jpg.rf.63530cee15197d4ab7ebe6be5b045a60.jpg,apple,9,train
124_jpg.rf.97f2ed3fabaeea8c7ff97229bc89b44d.jpg,apple,9,train
124_jpg.rf.b15e45f782835846e06a6d42942e6503.jpg,apple,9,train
125_jpg.rf.4d6409b2920197e1aed2e1912dfcba89.jpg,apple,2,train
125_jpg.rf.ca4190831967c6585fbc5929eff8e1d0.jpg,apple,2,train
125_jpg.rf.e71b8961f56f146de9f6cf79042fd7cb.jpg,apple,2,train
126_jpg.rf.971453dbea8d89891c745265075e8793.jpg,apple,4,train
126_jpg.rf.9c866e92b2d6b4ea93848d913cc4c36c.jpg,apple,4,train
126_jpg.rf.c7ed7e87e3f8bd34b60d6854f31bbc8f.jpg,apple,4,train
127_jpg.rf.2bfe940238585c79a28e911fe1d725e4.jpg,apple,5,train
127_jpg.rf.a2a469bdff3765288d281646165fc497.jpg,apple,5,train
127_jpg.rf.b0a82160057f13811e3a794d865b6c3e.jpg,apple,5,train
128_jpg.rf.0daee7c805c94203a88b88a1866d87d1.jpg,apple,2,train
128_jpg.rf.a20e835c6ae900ccbe9d7fcff645aca8.jpg,apple,2,train
128_jpg.rf.a3401deadee68f83421bee1da66a71c8.jpg,apple,2,train
129_jpg.rf.93fa12858d8a52017a177472e8aae417.jpg,apple,6,train
129_jpg.rf.e84055747371d03d13d50ed69c724772.jpg,apple,6,train
129_jpg.rf.f723fd82a04c722614c15db686951a07.jpg,apple,6,train
12_jpg.rf.453215a83d96cf56e4bab0f68265a146.jpg,apple,9,train
12_jpg.rf.be4feaa3dff5c53b4775fd2842040f4d.jpg,apple,9,train
12_jpg.rf.e03ac6c1e3ebb2816a797e4c07f38a14.jpg,apple,9,train
130_jpg.rf.04fc3110a7c6262146463ae1c6818a5a.jpg,apple,9,train
130_jpg.rf.7b2a3204a4e83263bc92fd162706dc0b.jpg,apple,9,train
130_jpg.rf.941541515055426ff8d18b77c7de5522.jpg,apple,9,train
131_jpg.rf.4c227f67452b037ea4dfddeecd421639.jpg,apple,2,train
131_jpg.rf.c8cf63dbb58407341e32ae5901e679b6.jpg,apple,2,train
131_jpg.rf.d8b9c72c328ee1c36bab3b552179474a.jpg,apple,2,train
132_jpg.rf.1ea9586ed7bdca15387406d78402034a.jpg,apple,6,train
132_jpg.rf.2464e258ef080220602391b0c1abab66.jpg,apple,6,train
132_jpg.rf.399b86c8c25d60659f947b1f5fc877c1.jpg,apple,6,train
133_jpg.rf.472d9d4005d82e38389ec7a3493d311a.jpg,apple,8,train
133_jpg.rf.787f00fdfc5224ca9ca7e29ddea686fd.jpg,apple,8,train
133_jpg.rf.b2566fa11cc4cdb64a7e47e3b0fdaf10.jpg,apple,8,train
134_jpg.rf.63ac332eaf7d5396a90e4c8dec09386c.jpg,apple,20,train
134_jpg.rf.8d4de12608744404f06f5542ab128252.jpg,apple,20,train
134_jpg.rf.a2341fa7c6afef2311fa158fdcd81f3e.jpg,apple,20,train
135_jpg.rf.7ac5c166807f516a1a0b648f27399fc6.jpg,apple,3,train
135_jpg.rf.8d63c6c470657f4e3a8bd80f46b4f57f.jpg,apple,3,train
135_jpg.rf.b4304600cf1878ebb90d12decff27e4a.jpg,apple,3,train
136_jpg.rf.21662c13a0dca6fc15c3ac4d7a69a4d1.jpg,apple,4,train
136_jpg.rf.5dfe3eb14143d182384faadc816ab263.jpg,apple,4,train
136_jpg.rf.b31a066b58c6d92a17b65e17541a00e2.jpg,apple,4,train
137_jpg.rf.08a53e3d3c006078b0cf51005a1ea5ba.jpg,apple,2,train
137_jpg.rf.1f39eb42405307c70636771a5db4ba27.jpg,apple,2,train
137_jpg.rf.355d963a1358ec9a7f58aa5354320d9d.jpg,apple,2,train
138_jpg.rf.6c53f5f2e980a03d6037ab2e1405db58.jpg,apple,8,train
138_jpg.rf.a4e4235aea2ba08e7c80ea5602e8f250.jpg,apple,8,train
138_jpg.rf.af4556bf25dcb44129438302615355d9.jpg,apple,8,train
140_jpg.rf.33e6112589b36b433178d13f34750a69.jpg,apple,5,train
140_jpg.rf.7252994e1a7fdcc6678b373a86bf31c0.jpg,apple,5,train
140_jpg.rf.c07148e65be5982e35a324e09ddfc164.jpg,apple,5,train
141_jpg.rf.469f76c9d5cbc189d980ad053a6ffe57.jpg,apple,4,train
141_jpg.rf.b10a75a1b360900bf024a60fcfa4c2f1.jpg,apple,4,train
141_jpg.rf.c000bff516fa2b5c7d5ac3bbc5967f47.jpg,apple,4,train
142_jpg.rf.17dd43b53590303dfdb809c248d48c8d.jpg,apple,7,train
142_jpg.rf.80c63e24637c99fb1ce3f69da280deb9.jpg,apple,7,train
142_jpg.rf.de6b50d5008f2d9e26f45a62999acb40.jpg,apple,7,train
143_jpg.rf.7ec0f5b33ecc5bcf75d199452a34d6bb.jpg,apple,1,train
143_jpg.rf.83e33428c4e7107e465268be7cff140c.jpg,apple,1,train
143_jpg.rf.c1b0b11af7535d4b61cf6abe8f6611ff.jpg,apple,1,train
144_jpg.rf.32a742401888b16589b5280d557b9fba.jpg,apple,3,train
144_jpg.rf.87c73e766ed91d0af89806a59ec3c334.jpg,apple,3,train
144_jpg.rf.aa14275f9fb329e8ceebac9a0e6c2bc9.jpg,apple,3,train
145_jpg.rf.852066b0975e818482bb44fb7d3b5ac1.jpg,apple,7,train
145_jpg.rf.a2f8806fd83726d820d6b85e5578eabf.jpg,apple,7,train
145_jpg.rf.cea228abaeb4f564bda34df78bad01df.jpg,apple,7,train
146_jpg.rf.0ae0cf4304da7a772e88ac2999dc0d92.jpg,apple,32,train
146_jpg.rf.0b89020b5fbf2d09d2d0bc862134e23a.jpg,apple,32,train
146_jpg.rf.818902c39e0730124aee501d55e28313.jpg,apple,32,train
147_jpg.rf.129358f406f83769acd82a9f5f181343.jpg,apple,5,train
147_jpg.rf.19bc2c9f7ebd80bdde0774af9a31a2f8.jpg,apple,5,train
147_jpg.rf.f7cd2fe68df909da9f0dcb15814da4d6.jpg,apple,5,train
148_jpg.rf.2fb483c1e58210fbf0edd190d8675156.jpg,apple,11,train
148_jpg.rf.d23ea25201b73a9ec869b4d9b10b3d5f.jpg,apple,11,train
148_jpg.rf.d7d1b9a98a04445c43f8a0c5adcf09ba.jpg,apple,11,train
14_jpg.rf.45a18dd5bfb6004daf0d4b85767ddfbc.jpg,apple,5,train
14_jpg.rf.a5cbfaa11d92617b5c96ff0ff9b22c1a.jpg,apple,5,train
14_jpg.rf.f5db6b5c2d9052b9871df94a7e40d6a7.jpg,apple,5,train
150_jpg.rf.5e04aa4aa29f83724a8fbccf0120f74b.jpg,apple,8,train
150_jpg.rf.cea30d9881c89d34911333127745b6fb.jpg,apple,8,train
150_jpg.rf.e751292f62a7e511c2602e0e15921fee.jpg,apple,8,train
151_jpg.rf.308e6c27dc06e509e6ac8843e030e01b.jpg,apple,7,train
151_jpg.rf.5a3c05c244b8502b3bd14ab57ba39be2.jpg,apple,7,train
151_jpg.rf.b6f8b46116721b6a2d1cbc8e9c938da6.jpg,apple,7,train
152_jpg.rf.12f0c1c001b10f264ec716473161102b.jpg,apple,3,train
152_jpg.rf.536128c15a79450d8050410f6c428547.jpg,apple,3,train
152_jpg.rf.72cf736986254af9cbe3423141acd2cc.jpg,apple,3,train
153_jpg.rf.36c1f26419a367cf272c3d7c659709a2.jpg,apple,2,train
153_jpg.rf.692c9fc8f07c9f4bdf361f2340f36464.jpg,apple,2,train
153_jpg.rf.c1f90feff5b1dd4001fa33a947e7c880.jpg,apple,2,train
155_jpg.rf.005744ca92c312ba8b77af107034da36.jpg,apple,13,train
155_jpg.rf.81e0274bf2c7b03aa80f2c155c43444b.jpg,apple,13,train
155_jpg.rf.d45fe999ca5a6f9b066322276f44a399.jpg,apple,13,train
156_jpg.rf.c698525a4eb5f49383b1b235e996010c.jpg,apple,8,train
156_jpg.rf.cf360e5d688eab08c4b3a4d00994952c.jpg,apple,8,train
156_jpg.rf.d875a31b7f003ee621d3982189139b16.jpg,apple,8,train
157_jpg.rf.36b723734b0296907dbea70d05d17718.jpg,apple,5,train
157_jpg.rf.45c09639ce64f2ff16c6a41e219cb69d.jpg,apple,5,train
157_jpg.rf.5344334bd9de4eb50aee1e65220c9c69.jpg,apple,5,train
158_jpg.rf.61e4ab013a0d09d57a6fd0f77ca2bbc1.jpg,apple,1,train
158_jpg.rf.6d29acd0fbd77d378773c53cf2f1aa7a.jpg,apple,1,train
158_jpg.rf.b1366abfa407b335b34c9defec6eb097.jpg,apple,1,train
159_jpg.rf.0ccafb9173e7bf8f73d481a7cd30f1c0.jpg,apple,3,train
159_jpg.rf.7a95cea2b11925fcf30274290b1938b6.jpg,apple,3,train
159_jpg.rf.efa6a18c4d711ab8e257db81d20fbc75.jpg,apple,3,train
15_jpg.rf.74dd01f9d311f97f8e688744a3cda7eb.jpg,apple,4,train
15_jpg.rf.a256cadf7e2eda1785ded39557194e82.jpg,apple,4,train
15_jpg.rf.f3136716e390ad99c55e0ceeb6de5eeb.jpg,apple,4,train
160_jpg.rf.4046345478b4829ef357981c105d426f.jpg,apple,1,train
160_jpg.rf.79294fb4934473516dd1e7ec1a0552db.jpg,apple,1,train
160_jpg.rf.adb3d09f73176067945950235f9f9858.jpg,apple,1,train
161_jpg.rf.358ea8471b2957b497397865899095fc.jpg,apple,13,train
161_jpg.rf.a9e44af942d6f59314ccd32d49b1a321.jpg,apple,13,train
161_jpg.rf.b9da96aaba5662feedee67f98d557089.jpg,apple,13,train
162_jpg.rf.29ed86c7edc5cc977f00768bf2d8d471.jpg,apple,9,train
162_jpg.rf.542b04e7eaa922b3e0a887c9d740309d.jpg,apple,9,train
162_jpg.rf.6e65366dbb965cd22143a23d89bcb087.jpg,apple,9,train
163_jpg.rf.0639ab460a6ffbf26cf008d6d5339c5b.jpg,apple,8,train
163_jpg.rf.defbc66a087456fa1ed08c94e0ec9249.jpg,apple,8,train
164_jpg.rf.23fd7e109d2cd7ec7bfaf462d710e841.jpg,apple,7,train
164_jpg.rf.65552676c579927058e1e2bacfdc375d.jpg,apple,7,train
164_jpg.rf.d713369e38d9d70d9b5852c0fd766087.jpg,apple,7,train
166_jpg.rf.4bd45f9eb8fc3b9c355587d9a7a240e4.jpg,apple,13,train
166_jpg.rf.6aeb9606360227610a01a450e13bc56d.jpg,apple,13,train
166_jpg.rf.d35710d2c4e928b2f8e8dfa591b69877.jpg,apple,13,train
167_jpg.rf.86612294779fe03cdb500a13be7aab52.jpg,apple,4,train
167_jpg.rf.eb1bf6cafd0c7e7eb8d83efa05bcdb74.jpg,apple,4,train
167_jpg.rf.fdfd6d65c7a9c218299a92f4f987f41a.jpg,apple,4,train
168_jpg.rf.286bc5aab85d5ad05ea9d9aef7dd2e63.jpg,apple,20,train
168_jpg.rf.2ac38cb28ba3fc2ff5545731298fb5f9.jpg,apple,20,train
168_jpg.rf.a000f7e1565cafed9bceb49b9bf77107.jpg,apple,20,train
169_jpg.rf.1a2e7847f7b1c0cfab57f3874a4dd834.jpg,apple,48,train
169_jpg.rf.3733a0d60ed8dbc3294951e8f45aaf6e.jpg,apple,48,train
169_jpg.rf.edab8c8c94de122840e87b05aa1a0aa5.jpg,apple,48,train
16_jpg.rf.4cbc4ff688232138451c727df3cd97e1.jpg,apple,12,train
16_jpg.rf.93dee171ad912442b8cd8fc3d8223040.jpg,apple,12,train
16_jpg.rf.a849d9549c7ec4c40090401e7aedb93c.jpg,apple,12,train
170_jpg.rf.7ddb28bb330805b0a530c4dd69f05d09.jpg,apple,26,train
170_jpg.rf.b88828f4ac1ec787a8af17488e87423e.jpg,apple,26,train
170_jpg.rf.bd3e876527b364dc36e7d390ba7a4eec.jpg,apple,26,train
171_jpg.rf.249ffc179bb38561194cb20a280a7176.jpg,apple,12,train
171_jpg.rf.60a97bb754b0c74bf18bb2860cd4520c.jpg,apple,12,train
171_jpg.rf.ccf4d6f079ed9b3050e3de1a4d84bb80.jpg,apple,12,train
172_jpg.rf.213113a6c8d72cd89b771b8ff9891cbe.jpg,apple,20,train
172_jpg.rf.da991629c20d8f28b11845a202a17ace.jpg,apple,20,train
172_jpg.rf.fbae01c3b035bced82020b0a015d44e4.jpg,apple,20,train
173_jpg.rf.1fd24a5fabb67f6fa6c187174402180d.jpg,apple,12,train
173_jpg.rf.7402da62987de092aff8dfe9ecc3314b.jpg,apple,12,train
173_jpg.rf.d7e75801a05a7fbd88756311948428ac.jpg,apple,12,train
174_jpg.rf.cede1040af1b23aa0d1ec80d71da81b6.jpg,apple,9,train
174_jpg.rf.f18b4f0938253b31b517b4090ec53aaa.jpg,apple,9,train
174_jpg.rf.faa258beaf8d86a6792c46a05d687c51.jpg,apple,9,train
175_jpg.rf.293e7611fb8b656ee5dc8ea57b42a77c.jpg,apple,12,train
175_jpg.rf.cd6f8d4b04f36110c17d17c88526838f.jpg,apple,12,train
175_jpg.rf.fde4c21e2d3eb41498565e27c5bf2129.jpg,apple,12,train
176_jpg.rf.07f30418a745bfcdd62532a434a550b8.jpg,apple,10,train
176_jpg.rf.6ab7e0ec633f60deda5c52e8476d2229.jpg,apple,10,train
176_jpg.rf.a31c70f2016460ed11bd851ba409f11b.jpg,apple,10,train
177_jpg.rf.592651307afa22536872c0001595f399.jpg,apple,8,train
177_jpg.rf.ec98130fbbb44afa692e0763fca5246d.jpg,apple,8,train
177_jpg.rf.f7fad227471a3b91e85706602b97e4db.jpg,apple,8,train
179_jpg.rf.343b2853e8963afd585b448c9a9c44a2.jpg,apple,8,train
179_jpg.rf.c43e53e5b8427581e673da6a710e55b2.jpg,apple,8,train
179_jpg.rf.d25dfc91e9011cf777929d4b12536537.jpg,apple,8,train
180_jpg.rf.240c317585b67e8759c1446b3cc69fe4.jpg,apple,12,train
180_jpg.rf.6f52fa29688ebce9b33d32677d6ef6d1.jpg,apple,12,train
180_jpg.rf.a115db2fdca523072728f6311d468c98.jpg,apple,12,train
181_jpg.rf.6d36edacfba8fe6b4799c3f6d9a01978.jpg,apple,4,train
181_jpg.rf.b3e9d76285773bf2bd120716c7488974.jpg,apple,4,train
181_jpg.rf.e7ef079f068d82dee3dc87a6ef042afd.jpg,apple,4,train
182_jpg.rf.1661b928a0854407cd29792841687951.jpg,apple,5,train
182_jpg.rf.43b149bc7cfab4a5a850e0000aa98854.jpg,apple,5,train
182_jpg.rf.bed02946146207967f1c70b8b176039d.jpg,apple,5,train
183_jpg.rf.04b6a01a575fbfe6ec188e4849d6e0a9.jpg,apple,14,train
183_jpg.rf.57674032fa24c431d41857a0a7b84204.jpg,apple,14,train
183_jpg.rf.e5709c9323f5759af613226bec59465b.jpg,apple,14,train
184_jpg.rf.51cbe90e2ee0d6b875c5a71ce61c63a9.jpg,apple,30,train
184_jpg.rf.60138bbad8a83b9e863c48dd23c571a9.jpg,apple,30,train
184_jpg.rf.79fa01b6a5265238dd95f9bc22f5b773.jpg,apple,30,train
185_jpg.rf.12a238ac4164cec74838209de57ec842.jpg,apple,12,train
185_jpg.rf.99e8d401417b1109aedf115e620ee8b9.jpg,apple,12,train
185_jpg.rf.e2b2133559cafbfb1c2a958866879892.jpg,apple,12,train
186_jpg.rf.31ec2dbd20711f1ed89839a8c3a5e251.jpg,apple,41,train
186_jpg.rf.4cdf82456f7000d32232704a13703f3d.jpg,apple,41,train
186_jpg.rf.9331d53440617a8697195fe7d0658b6c.jpg,apple,41,train
187_jpg.rf.14cb35535089ad7062d92625909081ae.jpg,apple,2,train
187_jpg.rf.350497a288b4fdd2282520cbd844e61c.jpg,apple,2,train
187_jpg.rf.adcdf0d1485e18bc3fe947a53118cd26.jpg,apple,2,train
18_jpg.rf.13c1ca427b6ee1e009003cd81416bb9f.jpg,apple,25,train
18_jpg.rf.ce3b3770939f450ce8adfa9f7ffc0ca2.jpg,apple,25,train
18_jpg.rf.e00ef21d3d02fae4c1daca3860a47848.jpg,apple,25,train
190_jpg.rf.2490223029548eb062bcb18da908abca.jpg,apple,8,train
190_jpg.rf.bad22c4e64b6757d9b3e9340191fff9a.jpg,apple,8,train
190_jpg.rf.c846f269ef51b31f31679dfe9763e99f.jpg,apple,8,train
191_jpg.rf.3d8ac8c565a5c89d5a7ef0622dbbf2c0.jpg,apple,13,train
191_jpg.rf.d3c744a748f5bdda217488ca2de6d247.jpg,apple,13,train
191_jpg.rf.ef72285a6ca49436798c57256fc9e59b.jpg,apple,13,train
192_jpg.rf.578a4147d4f3458d1340b4a6e1d6afe4.jpg,apple,20,train
192_jpg.rf.673ec35169b73e0cfb44c0242d72c6b1.jpg,apple,20,train
192_jpg.rf.de6d66e296f0a4a91d6410913f6cb8fc.jpg,apple,20,train
193_jpg.rf.25bdefc14f891cbacee159b615477a7e.jpg,apple,14,train
193_jpg.rf.47554c4d1bfe6042669c4acb512a2b85.jpg,apple,14,train
193_jpg.rf.5c6e63d0df30cd8d58c081f2f0fb270e.jpg,apple,14,train
195_jpg.rf.2577898a0be6157f5f0bdaf518c184cc.jpg,apple,24,train
195_jpg.rf.62de5fbff02737772143cb8e4e21111d.jpg,apple,24,train
195_jpg.rf.edcf7c5ab9a91b54da36cec9a2e3a201.jpg,apple,24,train
197_jpg.rf.5b2efc64d40625269ee41d1536b809aa.jpg,apple,5,train
197_jpg.rf.b3230201274666d06ba402c5b28ee505.jpg,apple,5,train
197_jpg.rf.e41e85480963a7273dedd4958c3f8ea3.jpg,apple,5,train
198_jpg.rf.5876e854f4f57c09a2a2059783c44bcd.jpg,apple,6,train
198_jpg.rf.694bb8a42681997ba43d922905ae4c41.jpg,apple,6,train
198_jpg.rf.e80710b349992f723cbfa46a6d99a067.jpg,apple,6,train
199_jpg.rf.34cedb24e4e48dbf2710c388698fa24b.jpg,apple,2,train
199_jpg.rf.6a2fdb0a5a3a4e1ed4f8ce0492dba495.jpg,apple,2,train
199_jpg.rf.b1bc09ad4a53e0ad3158d9d8241eb23b.jpg,apple,2,train
1_jpg.rf.1896777183ab76a5846a5b3ba110eed1.jpg,apple,4,train
1_jpg.rf.604c629d2cfe59af5fc3c887868512cb.jpg,apple,4,train
1_jpg.rf.a34bcc18620881d77078c580d6534300.jpg,apple,4,train
200_jpg.rf.3781a8f963f3bebb1da55b34cc673df5.jpg,apple,4,train
200_jpg.rf.6b72758e6c6bf753edd0d1661471d057.jpg,apple,4,train
200_jpg.rf.b9d4c2c9b1af67f9ca39f7875f8b1a82.jpg,apple,4,train
201_jpg.rf.4f01c5899336546d33c8bbc6c314d2c6.jpg,apple,6,train
201_jpg.rf.7a6e897990b2204d6c098c081a8a5779.jpg,apple,6,train
201_jpg.rf.c02b90a3caaafab114700b5267e2201d.jpg,apple,6,train
204_jpg.rf.46794375a07e4d655e713bb4a2f26977.jpg,apple,7,train
204_jpg.rf.4f8f5c53e411deb622793e9b6163d8cd.jpg,apple,7,train
204_jpg.rf.dba02ec106252735df4308cd7488a5e2.jpg,apple,7,train
205_jpg.rf.04cb1b1a7f84dc14e47539be047fabfb.jpg,apple,5,train
205_jpg.rf.c055871beebd258271832667af2b12f2.jpg,apple,5,train
205_jpg.rf.d3232b732486ba16bf2db632aa4a35c7.jpg,apple,5,train
206_jpg.rf.394734d612bb945b42686a4726a79016.jpg,apple,5,train
206_jpg.rf.877dab99ccf188e604a480e0cc904e69.jpg,apple,5,train
206_jpg.rf.f4aeb5b14812f829e153c076a6b915ed.jpg,apple,5,train
207_jpg.rf.7cc08acf00ee24dfabf57bdb701259b6.jpg,apple,2,train
207_jpg.rf.b26d050f39c8d0b427902f1eab779534.jpg,apple,2,train
207_jpg.rf.df6c9df04f2f69afebc283c51b989097.jpg,apple,2,train
208_jpg.rf.189f14654b33c2f30213c1ef7cedb8dd.jpg,apple,14,train
208_jpg.rf.28964f04c25e988359d31356c5052eac.jpg,apple,14,train
208_jpg.rf.945071a5560fc06bd7c9de44aa343d42.jpg,apple,14,train
210_jpg.rf.13e0b9914b7cdb03755cc4f3e821ca92.jpg,apple,3,train
210_jpg.rf.81084a44e84ef246f1206fae8d0cbf16.jpg,apple,3,train
210_jpg.rf.92fd3fe713c4a146ec128d67bfc584a1.jpg,apple,3,train
211_jpg.rf.34786d28d3186ab5e0a2f89f74b9b855.jpg,apple,4,train
211_jpg.rf.4872a2fff63ef8112f54c74cbb556249.jpg,apple,4,train
211_jpg.rf.575dc28da70409cc1823a6270d17cad4.jpg,apple,4,train
213_jpg.rf.74e14b8ea26b59ac52b8c49c4cfe11ca.jpg,apple,2,train
213_jpg.rf.b6ce168424fb1832c3a74e7623720ba7.jpg,apple,2,train
213_jpg.rf.d4e47bcd7ebf989c2e9d6baa626781b5.jpg,apple,2,train
214_jpg.rf.68729369c6e08683f9948782afdb6259.jpg,apple,2,train
214_jpg.rf.b6c8a5cee81d0b414b7a5c035b79273a.jpg,apple,2,train
214_jpg.rf.ef86e1751aaf2e4648befe02447be1dd.jpg,apple,2,train
215_jpg.rf.313220447c15d57fdcc8c2d908fcb98a.jpg,apple,3,train
215_jpg.rf.9407f253b01319bdc9e5b9b5933b701c.jpg,apple,3,train
215_jpg.rf.fc00da419ce184863d5906bd112fd4ea.jpg,apple,3,train
216_jpg.rf.2bad837e96cf6e49a8fd12ec43ea2f95.jpg,apple,6,train
216_jpg.rf.3ae9865a2ce54532a6a01abfcb5107fa.jpg,apple,6,train
216_jpg.rf.c9e676e45d6f4c8b1aa7cf11fecc6f92.jpg,apple,6,train
217_jpg.rf.75647cd364fd22d56e9e819af8559a35.jpg,apple,1,train
217_jpg.rf.8b4357bf1ef59017a9e48be17dad2e21.jpg,apple,1,train
217_jpg.rf.c98ccff3f59949e7d09ea5eddc973e8f.jpg,apple,1,train
218_jpg.rf.abdd6c9a09d690ae68c5a2520a2cce29.jpg,apple,7,train
218_jpg.rf.e7860f83f39ef3cf226b5be14375abbb.jpg,apple,7,train
218_jpg.rf.f3b7388376985baf18db1aeafa527095.jpg,apple,7,train
219_jpg.rf.5c77cd24cb5f13e26bd4a17ebea882b8.jpg,apple,1,train
219_jpg.rf.6a9994444967353301dbcb1a1d8eac6e.jpg,apple,1,train
219_jpg.rf.95e3518133f6b97b92f6633a96ab5dc2.jpg,apple,1,train
21_jpg.rf.30f263ad983c14e9b27f5502c18b50a4.jpg,apple,5,train
21_jpg.rf.36bfbe93dd1b0b4bedc25785bfe221d4.jpg,apple,5,train
21_jpg.rf.944fbcc86fb3f8624183a0265ae6c616.jpg,apple,5,train
220_jpg.rf.5177c16b7c1908c4ba9f4f8773f561ca.jpg,apple,13,train
220_jpg.rf.8c93e0657f44626b224bf43a892e7587.jpg,apple,13,train
220_jpg.rf.f832620e18d13820dc8190479941dd3c.jpg,apple,13,train
221_jpg.rf.b41c30d88de43ab07ed731e36d329857.jpg,apple,2,train
221_jpg.rf.b8777ae33798d153540dcca2bd754903.jpg,apple,2,train
